timestamp,symbol,Close,Volume,Bid,BidSize,Ask,AskSize,Spread,MarketStatus
2025-04-25 13:27:24.800280,AAPL,209.33,19692932,209.3,15000,209.33,12500,0.0300000000000011,We're in business hours.
2025-04-25 13:27:24.800280,GOOG,165.047,23663612,165.04,15000,165.05,4300,0.0100000000000193,We're in business hours.
2025-04-25 13:27:24.800280,TSLA,286.53,113178178,286.51,2600,286.56,10000,0.0500000000000113,We're in business hours.
2025-04-25 13:27:24.800280,MSFT,390.72,7385749,390.68,10900,390.73,800,0.0500000000000113,We're in business hours.
2025-04-25 13:27:57.029473,AAPL,209.395,19727798,209.38,23200,209.4,2000,0.0200000000000102,We're in business hours.
2025-04-25 13:27:57.029473,GOOG,165.031,23731898,165.01,19500,165.04,21700,0.0300000000000011,We're in business hours.
2025-04-25 13:27:57.029473,TSLA,286.82,113365807,286.77,13700,286.84,7500,0.0699999999999931,We're in business hours.
2025-04-25 13:27:57.029473,MSFT,390.8948,7397991,390.81,2500,390.9,9600,0.0899999999999749,We're in business hours.
2025-04-25 13:28:29.255093,AAPL,209.295,19783161,209.29,10000,209.32,25000,0.0300000000000011,We're in business hours.
2025-04-25 13:28:29.255093,GOOG,164.9686,23765269,164.95,15000,164.97,28000,0.0200000000000102,We're in business hours.
2025-04-25 13:28:29.255093,TSLA,286.4701,113512134,286.45,8500,286.54,59600,0.0900000000000318,We're in business hours.
2025-04-25 13:28:29.255093,MSFT,390.61,7415238,390.62,10000,390.71,2500,0.0899999999999749,We're in business hours.
2025-04-25 13:29:01.535104,AAPL,209.31,19812952,209.3,12500,209.32,15000,0.0199999999999818,We're in business hours.
2025-04-25 13:29:01.535104,GOOG,164.93,23782721,164.92,9000,164.94,11300,0.0200000000000102,We're in business hours.
2025-04-25 13:29:01.535104,TSLA,286.5,113576908,286.47,23800,286.56,3000,0.0899999999999749,We're in business hours.
2025-04-25 13:29:01.535104,MSFT,390.6,7456507,390.58,21300,390.7,1000,0.1200000000000045,We're in business hours.
2025-04-25 13:29:33.856103,AAPL,209.34,19827871,209.33,24400,209.36,5000,0.0300000000000011,We're in business hours.
2025-04-25 13:29:33.856103,GOOG,165.02,23803814,165.01,13500,165.03,17500,0.0200000000000102,We're in business hours.
2025-04-25 13:29:33.856103,TSLA,286.72,113689129,286.69,15500,286.75,17600,0.0600000000000022,We're in business hours.
2025-04-25 13:29:33.856103,MSFT,390.6172,7469562,390.55,2800,390.63,5500,0.079999999999984,We're in business hours.
2025-04-25 14:00:07.767573,AAPL,208.04,21733654,208.04,17700,208.07,2400,0.0300000000000011,We're in business hours.
2025-04-25 14:00:07.767573,GOOG,163.75,25590087,163.74,6000,163.77,15000,0.0300000000000011,We're in business hours.
2025-04-25 14:00:07.767573,TSLA,282.96,124488799,282.96,2000,283.03,8000,0.0699999999999931,We're in business hours.
2025-04-25 14:00:07.767573,MSFT,389.86,8705747,389.72,7200,389.86,8500,0.1399999999999863,We're in business hours.
2025-04-25 14:00:40.750043,AAPL,208.0,21759547,207.98,16100,208.0,5400,0.0200000000000102,We're in business hours.
2025-04-25 14:00:40.750043,GOOG,163.68,25611763,163.66,28000,163.7,3500,0.039999999999992,We're in business hours.
2025-04-25 14:00:40.750043,TSLA,282.93,124732530,282.89,7500,283.01,21700,0.1200000000000045,We're in business hours.
2025-04-25 14:00:40.750043,MSFT,389.775,8717633,389.66,13500,389.81,20000,0.1499999999999772,We're in business hours.
2025-04-25 14:01:12.881445,AAPL,207.926,21794675,207.89,10000,207.92,3500,0.0300000000000011,We're in business hours.
2025-04-25 14:01:12.881445,GOOG,163.6,25651612,163.6,6000,163.63,26500,0.0300000000000011,We're in business hours.
2025-04-25 14:01:12.881445,TSLA,283.14,124909329,283.09,16000,283.2,39600,0.1100000000000136,We're in business hours.
2025-04-25 14:01:12.881445,MSFT,389.755,8723501,389.7,5700,389.88,26700,0.1800000000000068,We're in business hours.
2025-04-25 14:01:45.180975,AAPL,207.965,21803607,207.95,30600,207.99,2500,0.0400000000000204,We're in business hours.
2025-04-25 14:01:45.180975,GOOG,163.67,25660372,163.65,36000,163.7,14500,0.0499999999999829,We're in business hours.
2025-04-25 14:01:45.180975,TSLA,283.1753,125001243,283.17,2600,283.24,35600,0.0699999999999931,We're in business hours.
2025-04-25 14:01:45.180975,MSFT,389.7455,8728350,389.69,5000,389.82,8600,0.1299999999999954,We're in business hours.
2025-04-25 14:02:17.297120,AAPL,208.0984,21818273,208.1,5200,208.13,16200,0.0300000000000011,We're in business hours.
2025-04-25 14:02:17.297120,GOOG,163.73,25677573,163.7,6200,163.73,5600,0.0300000000000011,We're in business hours.
2025-04-25 14:02:17.297120,TSLA,283.1801,125121425,283.18,10000,283.27,18000,0.0899999999999749,We're in business hours.
2025-04-25 14:02:17.297120,MSFT,389.9,8734185,389.81,7400,389.94,3900,0.1299999999999954,We're in business hours.
2025-04-25 14:02:49.413829,AAPL,208.245,21842892,208.24,1000,208.26,3500,0.0199999999999818,We're in business hours.
2025-04-25 14:02:49.413829,GOOG,163.8352,25706258,163.81,15500,163.84,29900,0.0300000000000011,We're in business hours.
2025-04-25 14:02:49.413829,TSLA,283.7147,125320494,283.71,11400,283.76,6700,0.0500000000000113,We're in business hours.
2025-04-25 14:02:49.413829,MSFT,389.97,8742706,389.87,3700,390.0,25000,0.1299999999999954,We're in business hours.
2025-04-25 14:03:21.463151,AAPL,208.3565,21869921,208.34,30000,208.37,12500,0.0300000000000011,We're in business hours.
2025-04-25 14:03:21.463151,GOOG,163.87,25724507,163.86,4500,163.87,1600,0.0099999999999909,We're in business hours.
2025-04-25 14:03:21.463151,TSLA,283.9699,125588880,283.91,6800,283.95,2500,0.0399999999999636,We're in business hours.
2025-04-25 14:03:21.463151,MSFT,390.16,8749627,390.08,3900,390.16,5500,0.0800000000000409,We're in business hours.
2025-04-25 14:03:53.595531,AAPL,208.515,21932100,208.48,2900,208.5,1000,0.0200000000000102,We're in business hours.
2025-04-25 14:03:53.595531,GOOG,163.93,25741312,163.92,15000,163.93,10000,0.0100000000000193,We're in business hours.
2025-04-25 14:03:53.595531,TSLA,284.02,125788279,284.0,18200,284.1,10500,0.1000000000000227,We're in business hours.
2025-04-25 14:03:53.595531,MSFT,390.255,8763347,390.2,17800,390.32,10000,0.1200000000000045,We're in business hours.
2025-04-25 14:04:25.840495,AAPL,208.375,21973950,208.35,1200,208.37,5000,0.0200000000000102,We're in business hours.
2025-04-25 14:04:25.840495,GOOG,163.85,25767336,163.84,6500,163.87,22300,0.0300000000000011,We're in business hours.
2025-04-25 14:04:25.840495,TSLA,283.8127,125991895,283.8,8500,283.87,3000,0.0699999999999931,We're in business hours.
2025-04-25 14:04:25.840495,MSFT,390.11,8779765,390.11,3100,390.21,14500,0.0999999999999659,We're in business hours.
2025-04-25 14:04:58.646008,AAPL,208.395,22006666,208.38,20000,208.42,7200,0.039999999999992,We're in business hours.
2025-04-25 14:04:58.646008,GOOG,163.84,25787187,163.83,30000,163.85,14200,0.0199999999999818,We're in business hours.
2025-04-25 14:04:58.646008,TSLA,283.8887,126139329,283.89,2500,283.95,2000,0.0600000000000022,We're in business hours.
2025-04-25 14:04:58.646008,MSFT,390.13,8786601,390.03,2600,390.18,14500,0.1500000000000341,We're in business hours.
2025-04-25 14:05:30.911276,AAPL,208.5,22020053,208.48,26000,208.52,1200,0.0400000000000204,We're in business hours.
2025-04-25 14:05:30.911276,GOOG,163.86,25805032,163.85,43500,163.87,14000,0.0200000000000102,We're in business hours.
2025-04-25 14:05:30.911276,TSLA,283.8,126261017,283.78,26400,283.86,3000,0.0800000000000409,We're in business hours.
2025-04-25 14:05:30.911276,MSFT,390.06,8791144,390.0,5300,390.1,12800,0.1000000000000227,We're in business hours.
2025-04-25 14:06:03.221674,AAPL,208.465,22043439,208.46,15000,208.5,81700,0.039999999999992,We're in business hours.
2025-04-25 14:06:03.221674,GOOG,163.89,25828555,163.88,7500,163.89,1000,0.0099999999999909,We're in business hours.
2025-04-25 14:06:03.221674,TSLA,283.99,126393493,283.95,10000,284.0,121900,0.0500000000000113,We're in business hours.
2025-04-25 14:06:03.221674,MSFT,390.0,8801224,389.95,15000,390.07,1500,0.1200000000000045,We're in business hours.
2025-04-25 14:06:35.607054,AAPL,208.45,22058934,208.45,6400,208.48,3500,0.0300000000000011,We're in business hours.
2025-04-25 14:06:35.607054,GOOG,163.85,25853467,163.82,3500,163.85,8500,0.0300000000000011,We're in business hours.
2025-04-25 14:06:35.607054,TSLA,283.75,126501392,283.71,4700,283.78,3000,0.0699999999999931,We're in business hours.
2025-04-25 14:06:35.607054,MSFT,389.862,8806598,389.83,5200,389.95,10000,0.1200000000000045,We're in business hours.
2025-04-25 14:07:08.134957,AAPL,208.635,22081127,208.62,25400,208.65,500,0.0300000000000011,We're in business hours.
2025-04-25 14:07:08.134957,GOOG,163.96,25865277,163.96,2500,163.97,12000,0.0099999999999909,We're in business hours.
2025-04-25 14:07:08.134957,TSLA,283.9,126617168,283.86,12500,283.89,2000,0.0299999999999727,We're in business hours.
2025-04-25 14:07:08.134957,MSFT,390.01,8814880,389.97,2500,390.07,4600,0.0999999999999659,We're in business hours.
2025-04-25 14:07:40.411599,AAPL,208.65,22114706,208.64,24500,208.68,25600,0.0400000000000204,We're in business hours.
2025-04-25 14:07:40.411599,GOOG,163.8648,25882151,163.84,12500,163.87,6900,0.0300000000000011,We're in business hours.
2025-04-25 14:07:40.411599,TSLA,283.7924,126702272,283.73,11600,283.83,3500,0.0999999999999659,We're in business hours.
2025-04-25 14:07:40.411599,MSFT,390.0,8823103,389.87,16400,390.0,10000,0.1299999999999954,We're in business hours.
2025-04-25 14:08:12.618657,AAPL,208.59,22144507,208.57,3500,208.6,1000,0.0300000000000011,We're in business hours.
2025-04-25 14:08:12.618657,GOOG,163.92,25893877,163.9,12200,163.94,7000,0.039999999999992,We're in business hours.
2025-04-25 14:08:12.618657,TSLA,283.81,126791786,283.81,20000,283.85,9900,0.0400000000000204,We're in business hours.
2025-04-25 14:08:12.618657,MSFT,390.08,8831288,390.04,100,390.1,100,0.0600000000000022,We're in business hours.
2025-04-25 14:08:44.997354,AAPL,208.63,22162731,208.62,12100,208.66,1000,0.039999999999992,We're in business hours.
2025-04-25 14:08:44.997354,GOOG,163.8382,25903862,163.81,4500,163.84,3500,0.0300000000000011,We're in business hours.
2025-04-25 14:08:44.997354,TSLA,283.65,126839089,283.62,30500,283.68,3600,0.0600000000000022,We're in business hours.
2025-04-25 14:08:44.997354,MSFT,390.01,8839073,389.99,3000,390.08,80000,0.0899999999999749,We're in business hours.
2025-04-25 14:09:17.465919,AAPL,208.6505,22175616,208.65,13500,208.69,2500,0.039999999999992,We're in business hours.
2025-04-25 14:09:17.465919,GOOG,163.8,25915677,163.8,13500,163.83,5400,0.0300000000000011,We're in business hours.
2025-04-25 14:09:17.465919,TSLA,283.9352,126957132,283.9,3200,283.96,20400,0.0600000000000022,We're in business hours.
2025-04-25 14:09:17.465919,MSFT,390.095,8850893,390.06,6100,390.17,1300,0.1100000000000136,We're in business hours.
2025-04-25 14:09:50.124179,AAPL,208.65,22237136,208.64,13700,208.66,1000,0.0200000000000102,We're in business hours.
2025-04-25 14:09:50.124179,GOOG,163.8465,25924824,163.83,24400,163.86,27000,0.0300000000000011,We're in business hours.
2025-04-25 14:09:50.124179,TSLA,283.995,127070557,283.97,19300,284.0,22500,0.0299999999999727,We're in business hours.
2025-04-25 14:09:50.124179,MSFT,390.19,8861580,390.08,12500,390.19,10000,0.1100000000000136,We're in business hours.
2025-04-25 14:10:22.537872,AAPL,208.72,22254865,208.7,17700,208.73,2000,0.0300000000000011,We're in business hours.
2025-04-25 14:10:22.537872,GOOG,163.91,25943104,163.89,34100,163.93,7900,0.0400000000000204,We're in business hours.
2025-04-25 14:10:22.537872,TSLA,283.71,127188179,283.67,3100,283.74,3400,0.0699999999999931,We're in business hours.
2025-04-25 14:10:22.537872,MSFT,390.415,8869214,390.34,11600,390.49,15000,0.1500000000000341,We're in business hours.
2025-04-25 14:10:55.326033,AAPL,208.5313,22279961,208.5,13500,208.53,1000,0.0300000000000011,We're in business hours.
2025-04-25 14:10:55.326033,GOOG,163.7699,25953988,163.74,16100,163.78,6000,0.039999999999992,We're in business hours.
2025-04-25 14:10:55.326033,TSLA,283.7866,127660009,283.81,2100,283.86,20900,0.0500000000000113,We're in business hours.
2025-04-25 14:10:55.326033,MSFT,390.18,8881274,390.16,6200,390.29,16000,0.1299999999999954,We're in business hours.
2025-04-25 14:11:28.064348,AAPL,208.5701,22293934,208.6,1000,208.62,2900,0.0200000000000102,We're in business hours.
2025-04-25 14:11:28.064348,GOOG,163.8178,25960988,163.79,10500,163.81,2000,0.0200000000000102,We're in business hours.
2025-04-25 14:11:28.064348,TSLA,284.19,127841168,284.18,14900,284.23,5500,0.0500000000000113,We're in business hours.
2025-04-25 14:11:28.064348,MSFT,390.335,8889390,390.25,15600,390.41,12500,0.160000000000025,We're in business hours.
2025-04-25 14:12:00.311391,AAPL,208.44,22321506,208.42,10000,208.46,13500,0.0400000000000204,We're in business hours.
2025-04-25 14:12:00.311391,GOOG,163.655,25977462,163.64,18500,163.68,20800,0.0400000000000204,We're in business hours.
2025-04-25 14:12:00.311391,TSLA,283.9199,127983835,283.82,20000,283.92,11500,0.1000000000000227,We're in business hours.
2025-04-25 14:12:00.311391,MSFT,390.106,8911331,390.01,7500,390.12,26000,0.1100000000000136,We're in business hours.
2025-04-25 14:12:32.541324,AAPL,208.4,22334283,208.39,31100,208.41,1700,0.0200000000000102,We're in business hours.
2025-04-25 14:12:32.541324,GOOG,163.7,25993261,163.68,8000,163.71,7000,0.0300000000000011,We're in business hours.
2025-04-25 14:12:32.541324,TSLA,283.85,128068484,283.8,19100,283.89,3000,0.0899999999999749,We're in business hours.
2025-04-25 14:12:32.541324,MSFT,390.0,8922126,389.93,10800,390.06,9500,0.1299999999999954,We're in business hours.
2025-04-25 14:13:04.666367,AAPL,208.4795,22344618,208.44,20000,208.47,27100,0.0300000000000011,We're in business hours.
2025-04-25 14:13:04.666367,GOOG,163.715,26042953,163.7,11500,163.73,43400,0.0300000000000011,We're in business hours.
2025-04-25 14:13:04.666367,TSLA,283.9901,128163591,283.99,40000,284.06,200,0.0699999999999931,We're in business hours.
2025-04-25 14:13:04.666367,MSFT,390.07,8931215,390.03,14300,390.14,22700,0.1100000000000136,We're in business hours.
2025-04-25 14:13:36.794266,AAPL,208.45,22353817,208.45,10000,208.47,1700,0.0200000000000102,We're in business hours.
2025-04-25 14:13:36.794266,GOOG,163.565,26065952,163.57,2100,163.58,4400,0.0100000000000193,We're in business hours.
2025-04-25 14:13:36.794266,TSLA,283.91,128250037,283.89,7400,283.93,8100,0.0400000000000204,We're in business hours.
2025-04-25 14:13:36.794266,MSFT,390.01,8938686,389.96,2500,390.06,12500,0.1000000000000227,We're in business hours.
2025-04-25 14:14:08.979782,AAPL,208.455,22368172,208.44,10000,208.46,10000,0.0200000000000102,We're in business hours.
2025-04-25 14:14:08.979782,GOOG,163.575,26080409,163.56,13200,163.58,7500,0.0200000000000102,We're in business hours.
2025-04-25 14:14:08.979782,TSLA,284.225,128345152,284.2,34400,284.24,9100,0.0400000000000204,We're in business hours.
2025-04-25 14:14:08.979782,MSFT,390.035,8944143,389.98,8000,390.1,100,0.1200000000000045,We're in business hours.
2025-04-25 14:14:41.167672,AAPL,208.42,22382763,208.41,20600,208.43,1000,0.0200000000000102,We're in business hours.
2025-04-25 14:14:41.167672,GOOG,163.52,26100327,163.51,13500,163.53,13900,0.0200000000000102,We're in business hours.
2025-04-25 14:14:41.167672,TSLA,284.5599,128512817,284.47,11700,284.56,10100,0.0899999999999749,We're in business hours.
2025-04-25 14:14:41.167672,MSFT,389.95,8949385,389.91,1000,389.99,8100,0.079999999999984,We're in business hours.
2025-04-25 14:15:13.869351,AAPL,208.42,22404732,208.41,10000,208.44,12500,0.0300000000000011,We're in business hours.
2025-04-25 14:15:13.869351,GOOG,163.54,26119797,163.51,6500,163.54,3500,0.0300000000000011,We're in business hours.
2025-04-25 14:15:13.869351,TSLA,284.3662,128645867,284.36,27500,284.43,2500,0.0699999999999931,We're in business hours.
2025-04-25 14:15:13.869351,MSFT,389.81,8953047,389.85,1700,389.96,16900,0.1099999999999568,We're in business hours.
2025-04-25 14:15:46.211216,AAPL,208.45,22426514,208.44,17800,208.46,10000,0.0200000000000102,We're in business hours.
2025-04-25 14:15:46.211216,GOOG,163.5,26141456,163.48,36400,163.52,11000,0.0400000000000204,We're in business hours.
2025-04-25 14:15:46.211216,TSLA,284.3172,128759918,284.31,19800,284.42,16500,0.1100000000000136,We're in business hours.
2025-04-25 14:15:46.211216,MSFT,390.085,9023979,390.04,15000,390.11,3000,0.0699999999999931,We're in business hours.
2025-04-25 14:19:33.673007,AAPL,208.79,22535405,208.77,5900,208.79,4500,0.0199999999999818,We're in business hours.
2025-04-25 14:19:33.673007,GOOG,163.71,26276524,163.71,42000,163.75,14000,0.039999999999992,We're in business hours.
2025-04-25 14:19:33.673007,TSLA,284.76,129429637,284.68,33100,284.81,1000,0.1299999999999954,We're in business hours.
2025-04-25 14:19:33.673007,MSFT,390.24,9033584,390.16,1000,390.25,400,0.0899999999999749,We're in business hours.
2025-04-25 14:20:05.888765,AAPL,208.71,22545934,208.72,9700,208.73,14500,0.0099999999999909,We're in business hours.
2025-04-25 14:20:05.888765,GOOG,163.64,26290183,163.63,34500,163.65,17500,0.0200000000000102,We're in business hours.
2025-04-25 14:20:05.888765,TSLA,284.505,129541092,284.47,1000,284.54,12500,0.0699999999999931,We're in business hours.
2025-04-25 14:20:05.888765,MSFT,390.1345,9041906,390.11,8100,390.19,13500,0.079999999999984,We're in business hours.
2025-04-25 14:20:38.145675,AAPL,208.69,22562134,208.68,21500,208.7,23500,0.0199999999999818,We're in business hours.
2025-04-25 14:20:38.145675,GOOG,163.57,26311026,163.56,11000,163.58,104500,0.0200000000000102,We're in business hours.
2025-04-25 14:20:38.145675,TSLA,283.9466,129736193,283.9,12500,283.95,10000,0.0500000000000113,We're in business hours.
2025-04-25 14:20:38.145675,MSFT,390.13,9053582,390.07,2500,390.18,2000,0.1100000000000136,We're in business hours.
2025-04-25 14:21:10.296597,AAPL,208.75,22586946,208.72,12500,208.75,17500,0.0300000000000011,We're in business hours.
2025-04-25 14:21:10.296597,GOOG,163.64,26327983,163.63,26800,163.64,10000,0.0099999999999909,We're in business hours.
2025-04-25 14:21:10.296597,TSLA,283.84,129866764,283.83,10000,283.92,37700,0.0900000000000318,We're in business hours.
2025-04-25 14:21:10.296597,MSFT,390.29,9063120,390.16,10600,390.29,31800,0.1299999999999954,We're in business hours.
2025-04-25 14:21:42.405958,AAPL,208.702,22620091,208.69,3500,208.72,23100,0.0300000000000011,We're in business hours.
2025-04-25 14:21:42.405958,GOOG,163.72,26345402,163.7,23600,163.72,26500,0.0200000000000102,We're in business hours.
2025-04-25 14:21:42.405958,TSLA,284.05,129974128,284.02,38800,284.11,9700,0.0900000000000318,We're in business hours.
2025-04-25 14:21:42.405958,MSFT,390.2755,9072050,390.18,20600,390.28,5100,0.0999999999999659,We're in business hours.
2025-04-25 14:22:14.494746,AAPL,208.755,22636727,208.73,2500,208.79,167000,0.0600000000000022,We're in business hours.
2025-04-25 14:22:14.494746,GOOG,163.85,26362064,163.85,1000,163.87,17000,0.0200000000000102,We're in business hours.
2025-04-25 14:22:14.494746,TSLA,284.4133,130053877,284.39,6400,284.45,2500,0.0600000000000022,We're in business hours.
2025-04-25 14:22:14.494746,MSFT,390.45,9087204,390.4,12300,390.5,3600,0.1000000000000227,We're in business hours.
2025-04-25 14:22:46.928168,AAPL,208.74,22649899,208.74,10000,208.75,28500,0.0099999999999909,We're in business hours.
2025-04-25 14:22:46.928168,GOOG,163.87,26392670,163.85,8100,163.88,11200,0.0300000000000011,We're in business hours.
2025-04-25 14:22:46.928168,TSLA,284.5264,130180670,284.48,7000,284.52,9700,0.0399999999999636,We're in business hours.
2025-04-25 14:22:46.928168,MSFT,390.45,9101661,390.39,10000,390.48,10000,0.0900000000000318,We're in business hours.
2025-04-25 14:23:19.045035,AAPL,208.61,22680383,208.59,3300,208.61,1000,0.0200000000000102,We're in business hours.
2025-04-25 14:23:19.045035,GOOG,163.88,26415287,163.87,15000,163.89,2000,0.0199999999999818,We're in business hours.
2025-04-25 14:23:19.045035,TSLA,284.3068,130243749,284.3,2600,284.38,6500,0.079999999999984,We're in business hours.
2025-04-25 14:23:19.045035,MSFT,390.495,9106184,390.45,300,390.56,14500,0.1100000000000136,We're in business hours.
2025-04-25 14:23:51.092398,AAPL,208.68,22694785,208.69,4000,208.71,1000,0.0200000000000102,We're in business hours.
2025-04-25 14:23:51.092398,GOOG,164.0,26433092,163.97,32600,163.99,10200,0.0200000000000102,We're in business hours.
2025-04-25 14:23:51.092398,TSLA,284.5474,130299456,284.51,13000,284.57,2500,0.0600000000000022,We're in business hours.
2025-04-25 14:23:51.092398,MSFT,390.575,9113449,390.53,6000,390.62,300,0.0900000000000318,We're in business hours.
2025-04-25 14:24:23.507679,AAPL,208.675,22714613,208.66,13600,208.69,12500,0.0300000000000011,We're in business hours.
2025-04-25 14:24:23.507679,GOOG,163.94,26456887,163.92,50300,163.94,3000,0.0200000000000102,We're in business hours.
2025-04-25 14:24:23.507679,TSLA,284.5126,130365081,284.44,17600,284.51,25500,0.0699999999999931,We're in business hours.
2025-04-25 14:24:23.507679,MSFT,390.65,9122165,390.51,6300,390.61,9400,0.1000000000000227,We're in business hours.
2025-04-25 14:24:55.775878,AAPL,208.635,22728777,208.63,22500,208.65,1000,0.0200000000000102,We're in business hours.
2025-04-25 14:24:55.775878,GOOG,163.89,26475423,163.89,15000,163.91,25000,0.0200000000000102,We're in business hours.
2025-04-25 14:24:55.775878,TSLA,284.42,130416083,284.37,2000,284.42,22000,0.0500000000000113,We're in business hours.
2025-04-25 14:24:55.775878,MSFT,390.47,9130509,390.35,13900,390.48,69200,0.1299999999999954,We're in business hours.
2025-04-25 14:25:27.943708,AAPL,208.66,22745821,208.65,400,208.66,1700,0.0099999999999909,We're in business hours.
2025-04-25 14:25:27.943708,GOOG,163.91,26487276,163.91,13000,163.92,39800,0.0099999999999909,We're in business hours.
2025-04-25 14:25:27.943708,TSLA,284.305,130483142,284.27,12500,284.35,8400,0.0800000000000409,We're in business hours.
2025-04-25 14:25:27.943708,MSFT,390.4555,9137628,390.39,39100,390.54,17600,0.1500000000000341,We're in business hours.
2025-04-25 14:26:00.108098,AAPL,208.61,22770378,208.6,50800,208.62,20100,0.0200000000000102,We're in business hours.
2025-04-25 14:26:00.108098,GOOG,163.92,26538995,163.91,10000,163.93,17000,0.0200000000000102,We're in business hours.
2025-04-25 14:26:00.108098,TSLA,284.19,130548130,284.11,8500,284.22,100,0.1100000000000136,We're in business hours.
2025-04-25 14:26:00.108098,MSFT,390.51,9159034,390.46,2500,390.6,10000,0.1400000000000432,We're in business hours.
2025-04-25 14:26:32.308971,AAPL,208.6037,22786918,208.63,20000,208.65,11000,0.0200000000000102,We're in business hours.
2025-04-25 14:26:32.308971,GOOG,163.77,26562224,163.76,74500,163.78,8600,0.0200000000000102,We're in business hours.
2025-04-25 14:26:32.308971,TSLA,284.265,130654610,284.24,10300,284.26,200,0.0199999999999818,We're in business hours.
2025-04-25 14:26:32.308971,MSFT,390.53,9164116,390.4,14600,390.53,1900,0.1299999999999954,We're in business hours.
2025-04-25 14:27:04.506757,AAPL,208.66,22797184,208.63,22500,208.67,12500,0.039999999999992,We're in business hours.
2025-04-25 14:27:04.506757,GOOG,163.69,26583788,163.65,6000,163.69,12300,0.039999999999992,We're in business hours.
2025-04-25 14:27:04.506757,TSLA,284.2555,130756175,284.18,18500,284.26,12700,0.079999999999984,We're in business hours.
2025-04-25 14:27:04.506757,MSFT,390.465,9167291,390.4,21100,390.51,100,0.1100000000000136,We're in business hours.
2025-04-25 14:27:37.024921,AAPL,208.53,22814393,208.52,1200,208.54,10500,0.0199999999999818,We're in business hours.
2025-04-25 14:27:37.024921,GOOG,163.63,26600781,163.64,3500,163.67,23500,0.0300000000000011,We're in business hours.
2025-04-25 14:27:37.024921,TSLA,284.29,130833278,284.26,7500,284.36,7700,0.1000000000000227,We're in business hours.
2025-04-25 14:27:37.024921,MSFT,390.39,9178881,390.33,2700,390.44,6200,0.1100000000000136,We're in business hours.
2025-04-25 14:28:09.389081,AAPL,208.39,22845910,208.36,12500,208.39,16000,0.0299999999999727,We're in business hours.
2025-04-25 14:28:09.389081,GOOG,163.59,26625625,163.58,46000,163.6,5500,0.0199999999999818,We're in business hours.
2025-04-25 14:28:09.389081,TSLA,283.8,130938251,283.78,19500,283.9,65700,0.1200000000000045,We're in business hours.
2025-04-25 14:28:09.389081,MSFT,390.2016,9223527,390.2,15000,390.34,12500,0.1399999999999863,We're in business hours.
2025-04-25 14:28:41.654432,AAPL,208.41,22865422,208.4,24700,208.41,10000,0.0099999999999909,We're in business hours.
2025-04-25 14:28:41.654432,GOOG,163.6175,26634378,163.6,32500,163.63,23500,0.0300000000000011,We're in business hours.
2025-04-25 14:28:41.654432,TSLA,284.34,131065548,284.27,20500,284.35,30000,0.0800000000000409,We're in business hours.
2025-04-25 14:28:41.654432,MSFT,390.3296,9230902,390.23,21800,390.33,600,0.0999999999999659,We're in business hours.
2025-04-25 14:29:13.722354,AAPL,208.515,22880812,208.5,2700,208.52,13100,0.0200000000000102,We're in business hours.
2025-04-25 14:29:13.722354,GOOG,163.62,26646498,163.61,46000,163.64,10600,0.0299999999999727,We're in business hours.
2025-04-25 14:29:13.722354,TSLA,284.4199,131170490,284.37,17500,284.46,43400,0.0899999999999749,We're in business hours.
