Symbol,Datetime,Open,High,Low,Close,Volume,Best_Bid_Size,Best_Ask_Size,Total_Bid_Depth,Total_Ask_Depth,Spread
BTC-USD,2025-04-26 17:05:00-04:00,94240.95,94267.79,94240.95,94254.82,1.81265029,0.17817342,0.0599407,761160.19954078,5707.714802130101,0.0100000000093132
BTC-USD,2025-04-26 17:05:00-04:00,94240.95,94267.79,94230.58,94240.53,2.41610561,0.16974801,0.07110727,761162.8474737201,5706.726806990101,0.0099999999947613
BTC-USD,2025-04-26 17:05:00-04:00,94240.95,94267.79,94230.58,94240.55,3.02149303,0.08074962,0.04,761156.61828057,5696.995205810098,1.4499999999970896
